index;dadosBasicos.numero;principal;dadosBasicos.classeProcessual;descricao_classe;dadosBasicos.orgaoJulgador.codigoOrgao;dadosBasicos.orgaoJulgador.nomeOrgao;DSC_TIP_ORGAO;assuntoLocal;assuntoLocal.descricao;codigoAssunto;assuntoLocalPai;codigoPaiNacional;cod_assunto;descricao_assunto;cod_assunto_classe;ocorrencia_ac;valid_ac;categoria;tribunal;cl_principal
  129;6,28E+16;FALSE;10943;Ação Penal - Procedimento Sumário;12201;4ª VARA FEDERAL;7;NA;Crimes contra as Telecomunicações;NA;NA;NA; 3603;Crimes Previstos na Legislação Extravagante;3603 10943;    3;1;1;5;268
  130;2,78E+16;FALSE; 1728;Apelação / Remessa Necessária;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA;10009;Inquérito / Processo / Recurso Administrativo;10009 1728;   50;0;1;3;2
  131;4,03E+16;FALSE; 1114;Execução Contra a Fazenda Pública;12963;4? VARA FEDERAL DE CAMPO GRANDE;7;NA;NA;NA;NA;NA; 6114;Benefício Assistencial (Art. 203,V CF/88);6114 1114;   21;1;0;3;2
  132;5,00E+19;TRUE;  159;Execução de Título Extrajudicial;11922;1ª Vara Federal de Paranaguá;7;NA;NA;NA;NA;NA; 4960;Cédula de Crédito Bancário;4960 159;  166;1;0;4;2
  133;2,65E+16;TRUE; 1116;Execução Fiscal;17678;27ª - Belo Horizonte;7;NA;NA;NA;NA;NA;    0;NA;0 1116; 1296;0;1;1;2
  134;5,00E+19;FALSE; 1116;Execução Fiscal;12480;3ª VARA FEDERAL DE BAURU;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
  135;3,84E+16;TRUE;  198;Apelação Cível;17044;Desembargador Federal RICARDO PERLINGEIRO;3;NA;NA;NA;NA;NA;10154;Expurgos Inflacionários / Planos Econômicos;10154 198;  405;0;1;2;2
  136;1,21E+16;FALSE;  436;Procedimento do Juizado Especial Cível;14313;1ª VARA-GABINETE DO JUIZADO ESPECIAL FED. DE OURINHOS;1;NA;NA;NA;NA;NA; 6101;Auxílio-Doença Previdenciário;6101 436; 5572;1;0;3;2
  137;6,45E+15;FALSE;  198;Apelação Cível;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA; 6177;Concessão;6177 198; 1183;1;0;3;2
  138;3,17E+16;TRUE;  436;Procedimento do Juizado Especial Cível;12862;8º Juizado Especial Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6094;Benefícios em Espécie;6094 436;  163;1;0;2;2
  139;5,04E+19;TRUE; 1116;Execução Fiscal;12878;8ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
  140;7,00E+18;FALSE; 1116;Execução Fiscal;14009;5? VARA FEDERAL DE S?O JOS? DO RIO PRETO;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
  141;5,00E+19;TRUE; 1116;Execução Fiscal;12588;5ª Vara Federal de Joinville;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
  142;5,96E+16;FALSE; 1114;Execução Contra a Fazenda Pública;12160;3ª VARA FEDERAL;7;NA;NA;NA;NA;NA;10946;Correção Monetária de Diferenças Pagas em Atraso;10946 1114;   44;0;1;5;2
  143;2,49E+15;FALSE;  460;Recurso Inominado Cível;21641;GAB. 15 DE JUIZ FED. DA 5º TURMA RECURSAL DO JEF DE SÃO PAULO;1;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 460;  935;1;0;3;2
  144;8,00E+18;TRUE;  279;Inquérito Policial;12261;8ª Vara Federal Criminal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 3432;Estelionato Majorado;3432 279; 1221;1;0;2;268
  145;4,50E+15;TRUE; 1116;Execução Fiscal;12197;10ª Vara Federal;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;5;2
  146;9,06E+16;FALSE;  436;Procedimento do Juizado Especial Cível;14042;2ª VARA-GABINETE DO JUIZADO ESPECIAL FED. DE SÃO PAULO;1;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 436; 3121;1;0;3;2
  147;1,47E+16;FALSE; 1116;Execução Fiscal;14013;6ª VARA FEDERAL DE CAMPO GRANDE;7;NA;NA;NA;NA;NA; 6092;SIMPLES;6092 1116; 4651;1;0;3;2
  148;4,30E+15;TRUE; 1116;Execução Fiscal;12377;Luziânia;7;NA;NA;NA;NA;NA; 5917;IRPF/Imposto de Renda de Pessoa Física;5917 1116; 1307;1;0;1;2
  149;1,46E+17;FALSE; 1712;Agravo de Instrumento em Recurso Extraordinário;19382;GABINETE DA VICE-PRESIDÊNCIA;7;NA;NA;NA;NA;NA;10313;Reajustes de Remuneração, Proventos ou Pensão;10313 1712;   13;0;1;5;268
  150;2,63E+16;FALSE;    7;Procedimento Comum Cível;12954;4ª VARA FEDERAL DE CAMPINAS;7;NA;NA;NA;NA;NA; 6184;Averbação/Cômputo de tempo de serviço  rural (empregado/empregador);6184 7;   71;1;0;3;2
  151;5,12E+18;TRUE;  436;Procedimento do Juizado Especial Cível;12187;21a. Vara Federal - Fortaleza;1;NA;NA;NA;NA;NA;10326;Ingresso e Concurso;10326 436;    2;0;1;5;2
  152;5,02E+18;FALSE;  436;Procedimento do Juizado Especial Cível;13889;11a. Vara Federal - Açú;7;NA;NA;NA;NA;NA; 6101;Auxílio-Doença Previdenciário;6101 436; 5572;1;0;5;2
  153;1,85E+16;FALSE;  460;Recurso Inominado Cível;67889;2ª TR - R1 - Brasília;7;NA;NA;NA;NA;NA; 9607;Contratos Bancários;9607 460;  775;1;0;1;2
  154;7,70E+15;TRUE; 1116;Execução Fiscal;12294;2ª Vara Federal de Campos;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
  155;5,08E+18;TRUE;  436;Procedimento do Juizado Especial Cível;16524;26a. Vara Federal;1;NA;NA;NA;NA;NA; 6176;Parcelas de benefício não pagas;6176 436;  138;1;0;5;2
  156;2,48E+17;TRUE;    7;Procedimento Comum Cível;17767;31ª Vara Federal;7;NA;NA;NA;NA;NA; 6144;Salário Mínimo de Ncz$ 120,00 para junho/89;6144 7;   41;1;0;2;2
  157;5,00E+19;TRUE;  326;Restituição de Coisas Apreendidas;12544;1ª VARA FEDERAL DE DOURADOS;7;NA;NA;NA;NA;NA; 3556;Facilitação de contrabando ou descaminho;3556 326;   19;1;0;3;268
  158;3,57E+17;FALSE;  198;Apelação Cível;16595;VICE-PRESID?NCIA;3;NA;NA;NA;NA;NA; 9414;Extinção da Execução;9414 198;  209;1;0;3;2
  159;5,00E+19;TRUE;  436;Procedimento do Juizado Especial Cível;44474;CEJUSCON-ERECHIM;7;NA;NA;NA;NA;NA;10945;Expurgos Inflacionários / Planos Econômicos;10945 436;  286;1;0;4;2
  160;3,14E+16;TRUE;    7;Procedimento Comum Cível;12245;14ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA;10156;Poupança;10156 7;  122;0;1;2;2
  161;1,20E+16;TRUE;  436;Procedimento do Juizado Especial Cível;12884;1º Juizado Especial Federal de Duque de Caxias;7;NA;NA;NA;NA;NA;10502;Indenização por Dano Material;10502 436;   48;0;1;2;2
  162;5,03E+18;TRUE;  197;Recursos;17824;Primeira Turma;1;NA;NA;NA;NA;NA;10945;Expurgos Inflacionários / Planos Econômicos;10945 197; 2659;1;0;5;2
  163;5,01E+19;TRUE;  283;Ação Penal - Procedimento Ordinário;11960;1ª Vara Federal de Pelotas;7;NA;NA;NA;NA;NA; 3629;Crimes contra as Telecomunicações;3629 283;  445;1;0;4;268
  164;5,03E+19;TRUE; 1116;Execução Fiscal;17792;3ª Vara Federal de Ponta Grossa;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
  165;4,69E+17;FALSE;  159;Execução de Título Extrajudicial;12944;19? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 9596;Prestação de Serviços;9596 159;    5;1;1;3;2
  166;6,44E+15;FALSE; 1116;Execução Fiscal;12494;1ª VARA FEDERAL DE PRESIDENTE PRUDENTE;7;NA;NA;NA;NA;NA; 6031;Contribuições;6031 1116;  376;1;0;3;2
  167;5,00E+19;TRUE; 1116;Execução Fiscal;18100;1ª VARA FEDERAL DE SÃO VICENTE;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
  168;1,48E+17;FALSE; 1116;Execução Fiscal;12219;22ª VARA FEDERAL;7;NA;NA;NA;NA;NA;10436;Lei de Imprensa;10436 1116; 2054;1;0;5;2
  169;5,02E+18;TRUE;  436;Procedimento do Juizado Especial Cível;12235;5a. Vara Federal;1;NA;NA;NA;NA;NA; 6124;RMI sem incidência de Teto Limitador;6124 436;   21;1;0;5;2
  170;5,00E+19;TRUE;    7;Procedimento Comum Cível;12528;1ª VARA FEDERAL DE BRAGANÇA PAULISTA;7;NA;NA;NA;NA;NA; 6118;Aposentadoria por Tempo de Contribuição (Art. 55/6);6118 7; 1614;1;0;3;2
  171;5,04E+18;TRUE;  436;Procedimento do Juizado Especial Cível;17823;13a. Vara Federal;1;NA;NA;NA;NA;NA; 6101;Auxílio-Doença Previdenciário;6101 436; 5572;1;0;5;2
  172;1,43E+16;FALSE; 1728;Apelação / Remessa Necessária;67813;Gab. 19 - DESEMBARGADOR FEDERAL JOSÉ AMILCAR MACHADO;3;NA;NA;NA;NA;NA; 6004;Anulação de Débito Fiscal;6004 1728;   48;1;0;1;2
  173;1,25E+17;FALSE; 1116;Execução Fiscal;12596;4ª Vara Federal de Santa Maria;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
  174;5,01E+19;TRUE;  460;Recurso Inominado Cível;18360;5ª Turma Recursal do Rio Grande do Sul;7;NA;NA;NA;NA;NA;10154;Expurgos Inflacionários / Planos Econômicos;10154 460;  857;0;1;4;2
  175;5,26E+16;TRUE; 1116;Execução Fiscal;12162;5ª Vara Federal;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;5;2
  176;1,81E+17;TRUE;  283;Ação Penal - Procedimento Ordinário;17968;35ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 3531;Falsificação de documento público;3531 283;  565;1;0;1;268
  177;5,02E+19;TRUE; 1116;Execução Fiscal;12875;5ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;2;2
  178;5,08E+18;TRUE;  436;Procedimento do Juizado Especial Cível;16526;28a. Vara Federal;1;NA;NA;NA;NA;NA; 6123;RMI pela equivalência entre Salário-de-Benefício e Salário-de-Contribuição;6123 436;   49;1;0;5;2
  179;5,23E+15;TRUE;  460;Recurso Inominado Cível;67882;3ª TR - R3 - Salvador;7;NA;NA;NA;NA;NA; 6098;Rural (Art. 48/51);6098 460;  554;1;0;1;2
  180;5,00E+19;TRUE;  460;Recurso Inominado Cível;47246;Gabinete de Admissibilidade do Paraná;7;NA;NA;NA;NA;NA; 9992;Indenização por Dano Moral;9992 460;   58;0;1;4;2
  181;5,00E+19;TRUE; 1733;Procedimento Investigatório Criminal (PIC-MP);12286;Vara Federal de Resende;7;NA;NA;NA;NA;NA; 3574;Contrabando ou descaminho;3574 1733;  701;1;0;2;268
  182;5,01E+18;TRUE; 1111;Execução de Título Judicial;16023;14a. Vara Federal;7;NA;NA;NA;NA;NA; 6103;Salário-Maternidade (Art. 71/73);6103 1111;  191;1;0;5;2
  183;5,00E+19;TRUE; 1116;Execução Fiscal;11960;1ª Vara Federal de Pelotas;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
  184;1,07E+16;FALSE;   40;Monitória;12962;2ª VARA FEDERAL DE CAMPO GRANDE;7;NA;NA;NA;NA;NA; 7688;Transmissão;7688 40;    3;1;1;3;2
  185;5,02E+18;TRUE;  436;Procedimento do Juizado Especial Cível;13889;11a. Vara Federal - Açú;7;NA;NA;NA;NA;NA; 6101;Auxílio-Doença Previdenciário;6101 436; 5572;1;0;5;2
  186;2,04E+16;FALSE;    7;Procedimento Comum Cível;12224;3ª VARA FEDERAL;1;NA;Reajustes de Remuneração, Proventos ou Pensão;NA;NA;NA;10219;Servidor Público Civil;10219 7; 4817;0;1;5;2
  187;1,31E+16;TRUE; 1116;Execução Fiscal;12227;6ª Vara Federal;7;NA;NA;NA;NA;NA;10395;Multas e demais Sanções;10395 1116; 5743;0;1;5;2
  188;5,00E+19;TRUE; 1114;Execução Contra a Fazenda Pública;12639;8ª Vara Federal de Londrina;7;NA;NA;NA;NA;NA; 6118;Aposentadoria por Tempo de Contribuição (Art. 55/6);6118 1114;  205;1;0;4;2
  189;5,00E+19;TRUE;  156;Cumprimento de sentença;12013;1ª Vara Federal de Joaçaba;7;NA;NA;NA;NA;NA; 6007;Repetição de indébito;6007 156;   39;1;0;4;2
  190;5,00E+19;TRUE; 1116;Execução Fiscal;12688;3ª Vara Federal de Santo Ângelo;7;NA;NA;NA;NA;NA;10395;Multas e demais Sanções;10395 1116; 5743;0;1;4;2
  191;7,14E+16;FALSE; 1116;Execução Fiscal;13998;10ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
  192;1,36E+16;FALSE;  202;Agravo de Instrumento;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA; 9414;Extinção da Execução;9414 202;   10;1;1;3;2
  193;1,03E+16;FALSE;12078;Cumprimento de Sentença contra a Fazenda Pública;12218;21ª Vara Federal;7;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 12078;  131;1;0;5;2
  194;5,05E+18;TRUE; 1111;Execução de Título Judicial;12194;7a. Vara Federal;1;NA;NA;NA;NA;NA; 6062;1/3 de férias;6062 1111;  673;1;0;5;2
  195;5,00E+19;FALSE;  198;Apelação Cível;21705;GAB. 36 - DES.FED. LUCIA URSAIA;3;NA;NA;NA;NA;NA; 6177;Concessão;6177 198; 1183;1;0;3;2
  196;8,03E+18;TRUE;  202;Agravo de Instrumento;18230;GAB. DES. FEDERAL FRANCISCO ROBERTO MACHADO;7;NA;NA;NA;NA;NA;10294;Abono Pecuniário (Art. 78 Lei 8.112/1990);10294 202;    2;0;1;5;2
  197;9,50E+16;FALSE; 1116;Execução Fiscal;12670;16ª Vara Federal de Porto Alegre;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
  198;5,01E+18;TRUE;  283;Ação Penal - Procedimento Ordinário;11879;2ª Vara Federal Criminal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 3431;Estelionato;3431 283;  729;1;0;2;268
  199;1,60E+17;FALSE;  183;Cautelar Inominada;12943;17? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 6039;PIS;6039 183;  163;1;0;3;2
  200;5,00E+19;TRUE; 1116;Execução Fiscal;12596;4ª Vara Federal de Santa Maria;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
  201;5,02E+18;TRUE; 1116;Execução Fiscal;14309;9ª Vara de Execução Fiscal do Rio de janeiro;7;NA;NA;NA;NA;NA;10395;Multas e demais Sanções;10395 1116; 5743;0;1;2;2
  202;6,50E+15;TRUE;    7;Procedimento Comum Cível;12502;1ª VARA FEDERAL DE SÃO BERNARDO DO CAMPO;7;NA;NA;NA;NA;NA;10945;Expurgos Inflacionários / Planos Econômicos;10945 7;  448;1;0;3;2
  203;1,18E+16;FALSE; 1116;Execução Fiscal;11973;2ª Vara Federal de Rio Grande;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
  204;5,33E+16;NA;  279;Inquérito Policial;18090;16ª VARA FEDERAL;7;NA;NA;NA;NA;NA;NA;NA;NA 279;   75;0;1;5;268
  205;4,71E+15;TRUE; 1116;Execução Fiscal;12873;3ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
  206;2,41E+16;FALSE;  279;Inquérito Policial;12178;12ª Vara;7;NA;NA;NA;NA;NA;11006;Crime de Desvio e/ou Circulação de Moeda Não Autorizada;11006 279;   34;1;0;5;268
  207;1,20E+16;TRUE;    7;Procedimento Comum Cível;12899;5ª Vara Federal de Vitória;7;NA;NA;NA;NA;NA; 4839;Sistema Financeiro da Habitação;4839 7;  311;1;0;2;2
  208;6,34E+16;FALSE;  198;Apelação Cível;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA; 6177;Concessão;6177 198; 1183;1;0;3;2
  209;5,04E+18;TRUE; 1116;Execução Fiscal;12871;1ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
  210;5,00E+19;FALSE; 1116;Execução Fiscal;14009;5ª VARA FEDERAL DE SÃO JOSÉ DO RIO PRETO;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
  211;5,00E+19;TRUE; 1116;Execução Fiscal;14008;4ª VARA FEDERAL DE SÃO JOSÉ DOS CAMPOS;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
  212;1,54E+16;TRUE;  198;Apelação Cível;21701;GAB. 32 - JUIZA CONV. LEILA PAIVA;3;NA;NA;NA;NA;NA; 6099;Aposentadoria por Tempo de Serviço (Art. 52/4);6099 198;  306;1;0;3;2
  213;5,00E+19;TRUE; 1116;Execução Fiscal;12507;2ª VARA FEDERAL DE SÃO CARLOS;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
  214;3,76E+16;FALSE;  279;Inquérito Policial;17968;35ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 3574;Contrabando ou descaminho;3574 279;  955;1;0;1;268
  215;7,01E+18;FALSE; 1114;Execução Contra a Fazenda Pública;12470;1? VARA FEDERAL DE S?O JOS? DO RIO PRETO;7;NA;NA;NA;NA;NA; 6126;Benefício mínimo a partir da CF/88 (art. 201, § 2º CF/88);6126 1114;   32;1;0;3;2
  216;1,09E+16;TRUE;    7;Procedimento Comum Cível;17683;5ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 6176;Parcelas de benefício não pagas;6176 7;  118;1;0;1;2
  217;3,11E+16;TRUE;  283;Ação Penal - Procedimento Ordinário;12404;1ª Pouso Alegre;7;NA;NA;NA;NA;NA; 3529;Falsificação de papéis públicos;3529 283;   48;1;0;1;268
  218;3,41E+15;TRUE; 1116;Execução Fiscal;17674;23ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 5933;IRPJ/Imposto de Renda de Pessoa Jurídica;5933 1116; 1045;1;0;1;2
  219;3,75E+17;FALSE;  198;Apelação Cível;16595;VICE-PRESID?NCIA;3;NA;NA;NA;NA;NA; 6100;Aposentadoria Especial (Art. 57/8);6100 198;  341;1;0;3;2
  220;1,70E+16;TRUE; 1116;Execução Fiscal;16301;8ª - Salvador;7;NA;NA;NA;NA;NA; 5945;IPI/ Imposto sobre Produtos Industrializados;5945 1116;  211;1;0;1;2
  221;5,08E+18;TRUE;  197;Recursos;17830;Segunda Turma;1;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 197;   94;1;0;5;2
  222;1,52E+16;TRUE;  460;Recurso Inominado Cível;12972;23ª Vara JEF - Brasília;7;NA;NA;NA;NA;NA;10305;Gratificações de Atividade;10305 460;  161;0;1;1;2
  223;1,00E+19;FALSE; 1710;Mandado de Segurança Criminal;12490;1? VARA FEDERAL DE MAR?LIA;7;NA;NA;NA;NA;NA; 6048;Contribuições Previdenciárias;6048 1710;  122;0;1;3;268
  224;8,06E+18;TRUE;  319;Exceção de Incompetência de Juízo;12223;2ª Vara Federal;7;NA;NA;NA;NA;NA;10898;Competência da Justiça Federal;10898 319;    5;1;1;5;268
  225;5,01E+19;TRUE;  307;Habeas Corpus Criminal;21709;GAB. 40 - DES.FED. NINO TOLDO;3;NA;NA;NA;NA;NA; 3608;Tráfico de Drogas e Condutas Afins;3608 307;   97;1;0;3;268
  226;7,20E+15;TRUE;  198;Apelação Cível;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA; 6166;Renúncia ao benefício;6166 198;  120;1;0;3;2
  227;2,48E+16;TRUE;  386;Execução da Pena;12421;3ª - Porto Velho;7;NA;NA;NA;NA;NA; 3524;Moeda Falsa / Assimilados;3524 386;  190;1;0;1;385
  228;6,69E+18;FALSE;    7;Procedimento Comum Cível;12930;4? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA;10012;Dano ao Erário;10012 7;   15;0;1;3;2
  229;9,43E+15;FALSE;  283;Ação Penal - Procedimento Ordinário;15385;14ª Vara Federal;7;NA;NA;NA;NA;NA; 3598;Sonegação de contribuição previdenciária;3598 283;  338;1;0;5;268
  230;5,01E+18;FALSE; 1116;Execução Fiscal;13991;3? VARA FEDERAL DE EXECU??ES FISCAIS DE S?O PAULO;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
  231;1,74E+16;FALSE; 1114;Execução Contra a Fazenda Pública;12934;8? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 5994;Compensação;5994 1114;   62;1;0;3;2
  232;1,22E+15;TRUE;12078;Cumprimento de Sentença contra a Fazenda Pública;13913;2ª Montes Claros;7;NA;NA;NA;NA;NA; 6062;1/3 de férias;6062 12078;   88;1;0;1;2
  233;7,11E+16;TRUE; 1116;Execução Fiscal;17631;19ª - Brasília;7;NA;NA;NA;NA;NA;10023;Multas e demais Sanções;10023 1116;  475;0;1;1;2
  234;5,02E+18;TRUE; 1111;Execução de Título Judicial;18213;38a. Vara Federal;7;NA;NA;NA;NA;NA; 6098;Rural (Art. 48/51);6098 1111;  610;1;0;5;2
  235;5,00E+19;TRUE;    7;Procedimento Comum Cível;12626;8ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA; 6166;Renúncia ao benefício;6166 7;  494;1;0;4;2
  236;1,00E+18;TRUE;    7;Procedimento Comum Cível;12269;8ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA;   14;DIREITO TRIBUTÁRIO;14 7;   94;1;0;2;2
  237;5,01E+19;TRUE;  202;Agravo de Instrumento;21676;GAB. 07 - DES.FED. NERY JUNIOR;3;NA;NA;NA;NA;NA; 5916;Impostos;5916 202;    3;1;1;3;2
  238;5,00E+19;FALSE; 1116;Execução Fiscal;18100;1ª VARA FEDERAL DE SÃO VICENTE;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
  239;3,73E+16;FALSE; 1728;Apelação / Remessa Necessária;67818;Gab. 23 - DESEMBARGADOR FEDERAL NOVÉLY VILANOVA;3;NA;NA;NA;NA;NA; 5933;IRPJ/Imposto de Renda de Pessoa Jurídica;5933 1728;  107;1;0;1;2
  240;2,78E+17;TRUE; 1728;Apelação / Remessa Necessária;21709;GAB. 40 - DES.FED. NINO TOLDO;3;NA;NA;NA;NA;NA;10337;Sistema Remuneratório e Benefícios;10337 1728;    2;0;1;3;2
  241;2,08E+17;TRUE;  283;Ação Penal - Procedimento Ordinário;12414;3ª - Belém;7;NA;NA;NA;NA;NA; 3524;Moeda Falsa / Assimilados;3524 283; 1019;1;0;1;268
  242;5,05E+18;TRUE; 1116;Execução Fiscal;12873;3ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
  243;5,02E+19;FALSE;  436;Procedimento do Juizado Especial Cível;14053;13ª VARA-GABINETE DO JUIZADO ESPECIAL FED. DE SÃO PAULO;1;NA;NA;NA;NA;NA;10031;Financiamento Público da Educação e/ou Pesquisa;10031 436;   10;0;1;3;2
  244;2,90E+17;TRUE;    7;Procedimento Comum Cível;12246;16ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA;10159;Atualização de Conta;10159 7;  333;0;1;2;2
  245;3,95E+15;FALSE;  280;Auto de Prisão em Flagrante;16530;13ª Vara;7;NA;NA;NA;NA;NA; 3402;Ameaça;3402 280;    1;1;1;5;268
  246;5,03E+19;FALSE; 1116;Execução Fiscal;12689;15ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;4;2
  247;5,01E+19;TRUE;  307;Habeas Corpus Criminal;18255;Desembargador Federal MARCELLO FERREIRA DE SOUZA GRANADO;3;NA;NA;NA;NA;NA; 3417;Furto Qualificado;3417 307;   11;1;0;2;268
  248;5,01E+19;TRUE; 1116;Execução Fiscal;17792;3ª Vara Federal de Ponta Grossa;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
  249;5,05E+18;TRUE;  197;Recursos;17831;Primeira Turma;1;NA;NA;NA;NA;NA; 7773;Financiamento de Produto;7773 197;    4;1;1;5;2
  250;8,38E+15;FALSE; 1118;Embargos à Execução Fiscal;12503;2ª VARA FEDERAL DE SÃO BERNARDO DO CAMPO;7;NA;NA;NA;NA;NA; 6035;Cofins;6035 1118;   52;1;0;3;2
  251;7,63E+15;FALSE; 1116;Execução Fiscal;12192;5ª Vara Federal;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;5;2
  252;9,10E+18;FALSE; 1114;Execução Contra a Fazenda Pública;18205;9? VARA FEDERAL PREVIDENCI?RIA DE S?O PAULO;7;NA;NA;NA;NA;NA; 6139;Reajuste pela Súmula 260 do TFR;6139 1114;  247;1;0;3;2
  253;5,01E+19;FALSE;  283;Ação Penal - Procedimento Ordinário;11964;1ª Vara Federal de Santo Ângelo;7;NA;NA;NA;NA;NA; 3614;Crimes contra a Ordem Tributária;3614 283; 1280;1;0;4;268
  254;5,02E+19;TRUE;  436;Procedimento do Juizado Especial Cível;13722;10º Juizado Especial Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6101;Auxílio-Doença Previdenciário;6101 436; 5572;1;0;2;2
  255;5,00E+19;FALSE; 1116;Execução Fiscal;12532;1ª VARA FEDERAL DE OURINHOS;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
  256;8,01E+15;TRUE;    7;Procedimento Comum Cível;14005;5ª VARA FEDERAL PREVIDENCIÁRIA DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6123;RMI pela equivalência entre Salário-de-Benefício e Salário-de-Contribuição;6123 7;  230;1;0;3;2
  257;5,02E+19;TRUE;  436;Procedimento do Juizado Especial Cível;17761;11º Juizado Especial Federal;7;NA;NA;NA;NA;NA; 6151;Art. 144 da Lei 8.213/91 e/ou diferenças decorrentes;6151 436;   15;1;0;2;2
  258;5,00E+19;TRUE;  355;Carta Precatória Criminal;11911;1ª Vara Federal de Apucarana;7;NA;NA;NA;NA;NA; 3432;Estelionato Majorado;3432 355;   96;1;0;4;268
  259;1,71E+17;TRUE; 1116;Execução Fiscal;12903;3ª Vara de Execução Fiscal de Vitória;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
